gene	delta	alpha	gamma	ductal	acinar	beta	PSC
LOC729970	0.367817359752636	0.82125917562687	0.402042717705968	1.22247513814511	0.681156122251133	0.177517547550432	0.680383751817796
PHTF1	1.73497628539469	2.22575222756333	2.09297780163574	2.78288716050373	2.72819999526232	1.90358139100033	2.90900127192906
GNAI3	4.29103388791385	4.17750249676936	4.12558693028031	6.53315732940912	5.89340416910686	5.44378753114052	7.45939853543246
RAP1A	3.02687751364614	3.24786565408268	2.92260302632686	4.33855848132061	3.43951687796379	2.21387984801485	4.97008826325672
RHOC	3.4986849859216	3.55872288713561	1.86443693737684	9.34748923253082	8.53405656918297	0.444048460213641	8.94720363688458
NOTCH2	0.062472603747205	0.151394418068508	0.164644585204387	6.55062683762343	3.98547747395543	0.0601490093186115	5.37734490196094
WDR3	1.29608960440785	1.07698446299938	1.17392912145491	2.64959892181671	2.8917687264518	1.69271115424598	2.95332897103958
PDZK1	1.41970459892797	3.32762879517177	1.59468612925882	2.11966757029838	0.638462925934678	0.484351120003604	0.0588104993089068
NBPF10	0.0669195541908514	0.0829642128811491	0.127783467305659	1.36352203447051	0.705979761453095	0.0325435136411229	1.2496812370485
OTUD7B	0.961201386885523	0.83388959029852	1.08703393466838	1.8102251101469	2.46624433939269	0.636681661659552	1.48884034761274
TPM3	5.50248153130469	6.50834772971989	6.0358181610413	7.29673881301227	6.94056644263834	7.84391902262959	6.19872317631217
GBAP1	0.133800161577782	0.588326655392197	0.770174046642005	0.557133071761997	0.477246353169287	0.595579212775196	0.979522670248419
SMG5	3.91566742374536	3.72061072722449	3.84837441848494	5.22648489956252	4.57465400084779	3.79588462494175	4.03723612975119
PBX1	3.50847006720538	3.18745738165726	4.20134799453836	3.83192257245196	4.59158532363743	2.29535637834972	2.46115280649855
DNM3	0.603075485674126	0.282056789993413	1.05187698937361	0.163166426769278	0.142791621141045	1.30327863487271	0.427273283521863
SOAT1	4.2506449522547	5.32886009291506	5.94656984700567	7.26837322052637	4.46272259357135	5.22914720066946	6.39373353678516
ACBD6	2.86129698994116	3.37354059366563	2.76194739874268	4.11298243184864	4.24572966021382	3.68564334081314	4.92881237854003
SMG7	3.80069068276432	3.14449518957619	4.39652605843109	4.17135493899934	3.73333871374911	3.30469815745826	3.19439635814383
RASAL2	1.55219592584489	1.66510274063343	2.47098443537041	3.49299322764052	1.44551414805314	1.2397558856796	3.30330905298474
ZBTB41	2.97464085990129	3.72875886180254	3.05714487266029	2.58737647220512	2.33913362767536	2.36891858194032	2.69751283558379
NEK7	2.84793729467771	2.27193462457247	2.38218533198307	3.79748880923477	3.07569871660059	2.08892252329018	3.09476458183854
SRGAP2	0.558157536341175	1.11555571044487	0.554746998296936	1.3198813477214	0.326883200556214	1.63389151689633	1.71763486693439
PPP1R12B	1.79290966552513	1.50503138683004	2.08469501243593	2.17533581405239	2.32961040084436	1.36075672426262	1.14700606865557
HHAT	0.333564824013717	0.347810625919647	0.78066529145387	1.6915945482387	0.839449874773672	1.01870792430304	0.240521005824622
ESRRG	0.964672508068013	1.37271391415455	1.87385990669942	1.40362312223304	0.568211394124757	1.48948396396668	0
EPRS	6.7248504643634	5.46913777258404	5.83934453841372	6.16628908933827	6.52435191647953	6.95717142151874	7.28394859684252
DNAH14	2.41171079443516	1.96986516783484	2.60357292035657	1.58926808800047	1.67761689190354	2.12646484911321	0.494016591109062
NUP133	2.85737362841273	2.91858294403044	2.57360849864233	3.35849086274089	2.56810826283076	3.01192785976613	2.95896117344618
TRIM11	1.44000274798879	1.38453786246261	1.42795723012721	2.95958317064895	2.94311082329963	1.61115349770393	2.51714880676113
MTR	1.76142799720719	2.49184938607329	2.43169330850145	3.90180180498308	4.50894915463705	1.75703482048568	3.98729449902925
LYST	2.94848007788443	3.76119767357699	3.41998611325541	1.73744394720919	1.51702729771424	2.8687030669337	2.30994152222997
RGS7	1.09719745977683	3.00700972573725	2.88438794349787	0.0404438690967731	0.104438427371787	2.13274628092244	0
LOC100130331	0.241254670972489	0.46373197989742	0.834850582682233	1.30450060923575	0.854146863074018	0.559589458676909	1.36790198664686
SMYD3	1.53442428221495	2.14624770592432	0.981963549780728	2.20399539290018	2.04692471682815	2.36538469404845	2.41943625016842
ZNF496	1.06448304262984	1.04045784379585	0.92345330210584	1.77993451590586	1.47049221104232	1.34778663263201	1.89992995692201
LINC01128	2.63197169813643	2.43803311647953	3.8189148150398	1.15876718054185	1.09819012107395	4.26358762255606	1.42274292969573
CDK11B	0.65700169510746	0.685493129931483	0.970797611302517	0.870417404638192	0.92208278281824	0.756633816931044	0.661055330622228
NADK	1.20967035276002	1.75701908376686	1.75631603185646	3.1597548067242	4.1312467562105	2.1528643976595	3.6137399189715
AURKAIP1	5.0207990508593	5.92118098738045	5.11582159694257	6.56827243432089	6.71590522252166	5.30024884415369	6.10553819602213
TNFRSF14	2.16815589000834	1.96652551508933	2.61357117475187	2.96408547539002	2.63672235321438	2.9282807822924	3.89356414710136
SKI	1.02746974962629	1.10910515307623	1.60805931694024	1.14339888515389	0.975741646965931	0.963990384411195	2.21050600154996
DFFB	0.682071142967094	0.559416486459385	0.641189576831	0.918599190390195	1.09014589366005	0.773938828253594	0.914988870692997
MEGF6	0.0253539980929965	0.00523772111134106	0	1.64981657465375	0.837197039673206	0.0251570297621329	0.17294153819722
KCNAB2	1.22907885990082	0.701263047731015	1.32247427508937	0.117127928494879	0.174771833715547	0.945471036809866	0.44272834267419
NPHP4	2.62480813274459	2.04242069573308	2.99162554764673	0.941954096062229	1.12072689469021	0.875075717934529	1.4883225871533
ACOT7	1.15747186498468	1.88790965387344	2.81609479217216	1.94751090063552	2.26911405665778	0.98430416842889	2.84004772666518
PER3	3.28440126757153	2.77045766409583	3.53580225271766	1.89588189320107	1.86437137502956	3.55483647898499	1.48740165796644
RERE	4.85513546721664	4.69612734845165	5.69171333371792	5.09831969349013	4.83247398425285	4.15057046028015	3.47095467560826
H6PD	1.41264376167284	1.67658626922063	1.93948834167952	4.45123256826656	4.7545607822739	1.17033874582281	3.03224481828276
CLSTN1	5.26757209450233	4.84646434431667	5.56413331969518	6.00327497228849	5.90350343753175	4.76997602950144	4.97342173315746
CTNNBIP1	2.57283481819014	2.77909963321107	2.31115808516204	3.38740837168587	3.34837905469855	2.47075544553191	2.70447297243832
KIF1B	2.91989975208872	3.95552588758981	4.30080969483474	4.52016092106046	4.60189693597785	2.72700154577997	3.75976349225366
UBE4B	2.17875701668898	2.59098059196384	3.28906436949785	3.21103926821833	3.31754153387503	2.41742992300122	2.27234042940127
EXOSC10	3.12674607439935	3.83420530128703	3.46706663607217	5.26445725633846	5.00309457303071	3.51097387406902	4.63633660128436
MTOR	1.86738454404917	1.81494150941375	2.4161532492131	2.96075545843565	3.61750945432019	1.53710917768133	1.99564158347805
CASZ1	2.3179083517407	0.888858642301102	1.1236979735082	3.31818993800149	2.62239782857527	1.91815438153121	0
C1orf127	2.61379220077777	0.643085435108889	3.12889679007463	0.122865926109298	0.0619522006810209	6.45125705259154	0.164599535458114
PEX14	1.62013265363523	1.6082793460433	1.18697249305105	2.65546953776849	2.20063951412451	1.82139579743616	1.96514311815613
MFN2	3.53741634129654	3.00543184751215	2.98484239779275	4.5812364274965	3.82456208151305	3.09195112596229	3.78907145715116
AGTRAP	2.21223492361368	3.60490144884868	1.24267016369608	5.89154116849571	5.91979414604508	3.71297886695105	5.25764857914812
VPS13D	3.16263746980769	3.22970834698987	3.33874045664304	4.06345329527464	4.06733391957643	2.28527617067831	2.28503767057115
TMEM51-AS1	0.122247519735867	0.165349445079546	0.0683976821014343	1.61328614706257	2.01787702990973	0.0408440203006739	0
KAZN	0.0448548911920966	0.395406827869108	0.0453882675855804	0.970261630716079	0.713882952102038	0.450881421138635	0.726007803557151
DNAJC16	2.02887931398564	2.19574554257879	2.02309295412297	3.18838526017074	3.07337823460823	2.4949740670414	2.77833291007721
FBXO42	1.69599918381505	1.62360736353357	1.88302296297315	2.61823943405185	2.25062311109104	2.05776235138335	3.02884236417171
SPEN	3.60056608929694	3.80133683701331	4.62254648926255	4.62745833713723	3.94189377232762	3.48976320720129	4.08631983559483
MFAP2	0	0.169061161009751	0.0294429454720997	0.604112917786043	2.62075800024167	0.0266089458681479	5.2266408743377
NBPF1	2.01369572791965	2.96199492257798	2.17761132498117	3.01536488213591	2.8916683439156	2.48810764009548	2.62724325233576
ARHGEF10L	2.81446812274883	3.7133412021001	2.89983177995803	3.94320848361033	3.61193010809523	2.38568000315193	0.875244321833971
IGSF21	0.158776832575406	0.682598950085634	0.0285589569365222	0.0186384495620666	0.0405009896036553	0.836061617695724	0.0408609387593457
CAPZB	5.36612913723504	7.36184775766484	6.46842426649625	7.54691047541254	6.69939199176322	6.34150262339431	8.18617913354329
IFFO2	0.123951061927103	0.15721015821352	0.352135026983919	2.16871838321076	1.78768539798927	0.135806548243873	0.983130497129232
UBR4	4.88448633737451	5.73880746136609	6.4520869753696	5.8643143104682	5.91887785110266	4.70195811680134	5.71895625137058
TMCO4	0.863600272920499	1.15230537643279	0.690324045059509	3.08992509899953	2.8617130879101	1.70704129584297	0.657173658456927
EIF4G3	4.73486861108103	4.34455487476633	5.60889855272364	5.05597336988038	4.68115879501078	4.50356566660824	4.18788038304668
HP1BP3	5.01318877468277	5.51529550776866	5.88158500179602	6.57106794940661	5.94776623445715	5.72616655121105	6.78695073424633
ECE1	3.04193152147378	4.43128186463411	5.10636780919768	4.80075599677837	7.18863243702421	4.49413973234893	5.50434519419015
CDC42	5.89829522535734	6.31601191191215	5.69573804804386	7.33950441230534	6.80557164510162	6.3796033764767	6.71777531502541
ZBTB40	1.35609744235449	1.58567577187111	1.64469627033564	1.88838394401961	2.25699262702442	1.28296690999177	1.60087766246467
HSPG2	0.0612039542870736	0.043334030836625	0.0555239813610823	4.21447544208039	1.63105130007557	0.0623718326682865	2.61528486046705
LUZP1	0.634072240500696	2.09626782050374	1.67158511792095	4.80097611322942	3.93202240551413	0.974510361347191	3.70230928222065
TCEA3	0.103163753615229	0.676897740385255	1.46687167293803	3.89087410117444	5.84210469323471	0.975398974890519	0.287764454678262
IFNLR1	0.721132276851236	0.348268646799921	0.455469095780507	1.30090913379646	0.623960655986333	0.530086911896296	0
NIPAL3	2.78594462456767	2.87030205360459	3.30713748192693	4.93384960433393	4.93424087058937	4.20930094860034	0.628944311066045
NCMAP	0.541661056564935	1.46959052418435	2.35231371652735	4.71102337941996	3.31934917911236	0.325227109592202	0.0504360045078372
TMEM57	2.04301961116682	2.18405997433151	2.72768076247062	3.51817597323679	3.70655783785352	2.51601113767939	3.35319286459942
MAN1C1	1.77159802265793	2.84822093244203	3.4979145857717	0.26312687602974	0.812787780375393	3.45749536476334	0.732070005938003
RPS6KA1	0.642123666464915	1.33023093046799	0.591308760780777	3.30559203507853	3.11937625620658	1.00781900600932	0.429099101776059
SH3BGRL3	7.13776545759267	7.36446426193796	6.71147859285803	9.27749070903776	8.66171450241709	6.00101653217717	9.38227521643418
WASF2	4.30756071277658	4.6690701469557	4.51656162077203	6.20613009843862	5.55062711619629	4.734186948309	5.95785132013951
TMEM222	3.42004206676204	3.41531714078097	3.38113122931469	4.39098240556287	4.35021240992883	4.1756449706583	5.13419745938388
AHDC1	2.07281956589294	2.21164848741475	2.61274354199659	1.79080619467676	1.88214624338557	1.8999362815116	1.10374925411046
PHACTR4	2.37796173965752	3.06183328065283	3.24482395525516	5.18250156603024	4.9989024024508	2.68717111844912	2.59041686498478
TAF12	1.96684296322456	2.04317060566708	1.64133101634654	3.33076089864341	2.97365353204663	2.41987192644483	4.25295692027043
SNHG3	2.59951212190538	2.3205663061635	3.35977405649677	2.79595455517886	4.05281627097569	2.78813083090829	3.81956080159171
RCC1	0.382744578306415	0.587560523891331	0.381603685021326	3.57560044697327	3.45754473483918	0.517128426132297	2.34915195234048
PTPRU	1.29529944287903	0.050519427895438	0.0374851912403555	1.97224459301381	1.2517148184693	2.90119063828791	1.38224126700835
SRSF4	3.46722578710345	3.61537673082938	3.42622502156699	5.98330393953889	4.87609572525043	3.56200675526258	5.92078419593486
PTP4A2	4.50751040746484	4.47113901104605	4.91659116352	7.31540004453901	6.98915574174099	4.53494387199426	6.53565812147312
ZBTB8A	0.823880849119896	0.92075270136224	1.03478640388417	1.73821642480152	2.08264081876373	0.717745221590654	2.26452496983137
RNF19B	1.93353068532071	2.31235867061027	2.3200326628862	1.61067917699163	1.33095044195728	1.68482929954188	1.12785965048264
S100PBP	1.30076732411841	1.86229487184013	1.95745756285129	2.04941097964729	2.00160343131238	1.29151048677364	2.97637697920369
HDAC1	4.73130347473347	4.26620319888602	4.61996417995353	5.83343217528248	5.11297271683514	5.34476291004023	4.77982360978272
KPNA6	5.49906118814074	5.92626417618726	6.32233358462198	6.42473404356634	6.08523919558296	6.15573121348447	5.53579105207848
PHC2	3.04679960050066	4.14273582517952	4.00637696678448	3.77973519643736	3.52435058573662	3.28879454689759	4.55965164266126
AGO3	1.50834812002529	1.40070799232442	1.54448338221962	1.63340046914145	1.33830588417836	1.21265485567046	1.81313643239019
ZMYM4	3.03696597413598	3.17885785682863	4.18138323878871	4.27038174480429	3.51556011430876	2.33182096050764	3.90497613573743
AGO4	0.682944092594361	1.04092702357803	1.24283749741298	2.01512243068805	1.63144598467889	0.848657681476925	1.4292887977224
KIAA0319L	3.37546970241366	3.41102974025725	3.94218206362238	5.45021938655955	5.4051596130192	3.56660763144183	2.38330347898707
STK40	2.97889886157833	3.34538006091633	3.17629150772251	3.43073098656998	4.07891468290085	3.09106415819102	3.40343127816271
YRDC	1.94457811528823	2.23696688121192	2.12226862748718	2.37864692524546	2.89730852737398	2.57852694094435	2.83417495563206
SNIP1	1.3299850832305	1.26998078356359	1.8554360791605	2.2321267734706	1.7882447020832	1.78833292868797	1.86911429148828
INPP5B	1.82412032121031	1.83839123222537	1.89947522479754	1.63536613690231	1.9645772207066	2.29960688767306	3.51565191500431
RRAGC	2.86122114929059	2.53397782462749	3.03352267382299	4.07244603576652	3.58228488020126	2.66611207145214	3.65284560745188
RLF	1.30906430237848	1.67747397907632	1.74624478653104	2.92158241384299	2.04323552762314	1.79696557372541	3.18462699140099
BMP8B	0.145397008900089	0.62179548257762	0.939751958590525	0.179477828629731	1.02291768699291	0.618143894891653	0.226676127959945
BMP8A	0.44528791215255	1.15465459637369	1.05042328621246	0.353497595684386	0.673125573981044	0.464750942751529	6.05428115818194
SCMH1	2.41139373600592	2.5170890282335	2.89260803266628	2.72531302859907	3.25744330515224	2.49009288954987	2.45370772828778
NFYC-AS1	0.667286893546336	0.4575822288911	0.578080296135775	0.559617619386489	0.378347355005375	0.366854277389359	0.372652028835805
FOXJ3	3.7061710844884	2.87883606872579	3.74816553028326	3.53225502855543	3.33926828192221	3.64466275610082	3.60367547317554
HIVEP3	1.92329159190745	2.03893072496317	2.62943159995042	1.06220683015826	1.11315375344234	2.25533800990706	1.63836370405559
RIMKLA	1.23421763636796	0.728295846844996	0.789823968266025	1.08195638097327	1.8999522995795	2.75832418096932	0.334611887143357
SZT2	2.35329630642798	3.54654693075906	3.94519733356549	3.64683641282327	4.0067837900316	2.1866906866665	2.54490216162873
ST3GAL3	1.19453337923476	2.09120500231787	1.70113239357548	1.21606892285038	0.991041758075211	2.47181507356911	1.36412551505098
IPO13	1.97910812509682	2.44926054183962	2.64389185859495	3.26659034468632	3.08401073918052	3.11454666412827	3.56661885605968
ERI3	4.58935996946339	4.19167851482074	3.74385491652733	5.27869952762966	4.93291431896652	4.3519051870769	5.95464509483342
KDM4A-AS1	0.227477832043896	0.231269642179423	0.141792423646232	0.263304617942694	0.367952595656525	0.122470458526237	0.22202837414698
EIF2B3	2.72497482917737	3.39390482015127	2.61170904741161	2.79728646062636	3.10326988558834	4.5835833967898	2.89683495656859
ZSWIM5	1.35719000942299	1.08816003454324	1.9204289297719	0.47404784691638	0.352377044404644	0.749826725526667	0.429214284520537
POMGNT1	3.55002672091204	4.56708084125472	3.52360950880812	4.75931709107011	4.75237587453504	3.68426461185336	3.48812862279406
PIK3R3	1.84322475440766	1.47856367024841	1.99441348586906	0.874766963899917	0.533888452513081	2.03694192357246	0.817503166240386
MAST2	1.04774598105204	1.83988544587972	2.08728538251422	1.9129158395671	2.2555737692518	1.12126671723978	2.06952979081319
MKNK1	2.01224895234204	2.06350451753236	2.32000585111054	2.97104821678834	4.94776529671067	1.54633905952219	2.20766044908456
CMPK1	5.6080275212041	5.53048919748906	5.94168405892696	8.342443363461	7.08792935432505	6.11880470653814	6.0971566956138
SPATA6	1.09381487666292	0.796336184039458	1.05673770009021	1.93662603182221	1.09277447563761	0.959448302969322	0.896513650669259
ELAVL4	3.66980043421454	2.53289963019709	3.47196724971283	0.00494727743386358	0.0837797616630615	4.98494783498411	0.10031473466066
TTC39A	5.94473913729538	5.84391616192127	4.8687312345454	4.69693308929985	4.69182452025012	4.86620255988199	0.153780277775125
OSBPL9	3.87542222662909	4.00989810620002	3.8603333951708	6.31175316799038	5.72808634265866	3.97384211441891	5.77987517093868
NRD1	6.25564371660493	5.59997274839621	5.45359509132084	5.79056975507595	5.76003333006765	6.18810687189271	5.8973000707204
EPS15	5.01402324583011	4.68237548729151	4.45287499097398	4.57550505342284	3.76499189703208	4.54179751344999	4.25134072140424
ZYG11B	2.08807819180101	2.00352799434401	2.5703661708314	3.20741820992564	2.58641843387353	1.9496548852318	2.84956334917744
ZCCHC11	3.86427549275142	4.55972993949783	5.0537123423757	4.0884713295133	3.79738799606657	3.50169448742479	3.06746233397199
ZFYVE9	0.841902741242039	1.38763433771087	1.37052069728944	1.22506236234125	1.29497101396872	1.44197637555458	1.03399384363092
CC2D1B	2.57292779003934	2.08540574404993	2.69415365074588	3.07958484285932	2.85100834544008	2.86965804808175	3.0252629350386
LRP8	0.689365297197399	0.482675804394208	0.38683816168997	0.742672252015483	0.692470491537167	0.321194302235326	0.972125311712091
HSPB11	4.394423703982	3.85585774292636	3.50178266735503	3.77646842149845	3.46473931057234	4.90219046295747	3.80519399366549
NDC1	0.790838641704748	0.913695381073698	0.840257877928204	2.41613422732525	2.166238929587	1.27761537592697	1.50467082193584
CYB5RL	0.603481812702933	1.10209409056428	0.647137680121104	0.960976031776282	0.70958529007333	0.902456447691333	0.45599252094867
ACOT11	0.983906264639432	0.960160485702891	1.05673635040367	1.11342699351917	0.751068429100757	0.738861708856771	0.0503375432319597
SSBP3	2.5613210111787	2.87778479578134	3.79168099000803	1.95036077762862	1.48629200506499	2.01178503584537	1.57801059928815
PRKAA2	0.992436392489506	1.36552091016566	1.33237920026645	1.99135255971559	1.78939037205429	0.833503677108068	0.321898305128303
C1orf168	0.088255119142243	2.79179330682416	1.08523166565748	0.307067320576638	0.1926026369081	1.46145328793084	0.0410836193736405
PPAP2B	0.103259594585976	0.383742309954392	0.209699321593251	3.2723896745114	3.10866858132245	0.360431310667344	2.85671144919281
OMA1	2.12228114376668	2.06964967370697	1.36744008942299	2.85449300107066	2.75590709025364	2.42172680880539	1.62986071901002
HOOK1	4.20261701624856	4.92738251276789	4.66766360581437	3.82909096062588	3.94860074218292	4.35509765947854	0.120002832176635
INADL	3.73830615700298	3.72202188262349	4.73286605252595	5.65923068036296	5.65998794290092	3.51302561620805	0.943906768911233
ATG4C	1.19767776277118	0.998346341641875	0.973222914225825	1.40468774948461	1.22660919868948	1.14354810477351	1.52238823571643
DOCK7	2.60927301049538	2.33437155155848	2.90656274133959	3.10316954049776	2.83401106348859	1.45846300240517	2.32603280045471
ROR1	1.96631124689556	3.25039438909968	2.75952999617935	2.5445686791287	2.65909114131911	3.57326994549007	2.25838075849825
PGM1	3.01305222650813	4.56452369741156	3.12787791996383	5.42216865485416	7.03503064935064	5.12548238162367	4.92921898236885
DNAJC6	2.76004975984284	2.75978965796109	3.78221115982364	0.52207873993266	0.554097193643531	2.94125231336319	0.110360675475687
RAVER2	1.58023116459214	1.95863635675376	1.65413448049489	1.47778761209609	1.65363644124489	1.76121225187076	0.379082743752346
AK4	0.549406279750825	0.114811565002431	2.58768969744801	0.559558680897955	1.11690645090077	0.547379542408429	1.13278001785285
JAK1	5.10985183290823	5.49816697538035	5.99523718721592	7.28699469293777	7.32032665849894	5.97840127451988	8.55580570098635
PDE4B	0.881346436725891	0.432849079430785	0.974841549918809	0.263823999581236	0.0509275870850144	1.37508406253497	0.287307456238486
WDR78	0.925588369018756	0.555117411427394	0.630731614643042	1.46939079598486	0.638141198621419	0.477970093609563	1.2010708822059
SLC35D1	1.15224231554024	2.34584849776832	1.79252850023879	1.60106379096365	3.45619366146788	0.896489777036019	1.98058500460537
SERBP1	4.60018212044377	5.1151127106485	5.3864300768245	5.96753843355882	6.09013284093189	5.27257717175621	6.28485813393022
WLS	2.78445419471775	1.71943015983663	4.46639856878236	7.31202341106069	6.27014966371414	6.3288497906197	6.32588552057154
GNG12	5.06813457353246	3.99564324481193	5.34024842706959	7.51197842438871	6.49082932187584	3.85715774543248	6.90226885518114
PIN1P1	1.60793905901096	1.45873170557457	1.58420263911528	0.853928477592559	0.725926146937763	1.58557696242442	0.780596174543599
ANKRD13C	2.38412542326011	2.95437129888292	2.10622321726387	3.20354651452638	3.16849128679288	2.78210002120414	3.88214096180849
LRRC40	1.0436861280656	1.36295197644435	1.34623369163686	2.59475988280114	1.78876834425986	1.74749227858079	2.28076429129383
PTGER3	0.0332348557888456	2.05252358968681	0.0294894018992522	0.511164651549747	0.344272877761798	0.0698059014364815	0.325728249854853
ERICH3	2.04615024281081	0.622499910501558	0.916404356709656	0.0265311918469172	0.0167032123705884	0.0528814004497844	0.0241052163549738
SLC44A5	1.55077072759158	0.540228988115405	0.347932796612807	0.090034763389442	1.39014686251497	0.551434389500624	0
ST6GALNAC5	3.05602565728204	1.40941595984038	0.168078734111201	0.0627532950812401	0.118884914943678	2.71568028632425	0.171423011424677
NEXN	0.230964936684376	0.100031710265118	0.40640105780775	1.1311616300655	2.62731428769617	0.0639201212837433	2.09910263898177
AK5	2.07524387375319	0.30403534652709	0.622988945799674	0.0409488264428489	0.0968806504678147	0.467810391164594	0.652265134742006
ZZZ3	4.34466613145226	2.8378094262755	3.29553631070565	3.236644707009	2.94521897748035	3.82861854091762	3.01105444606005
GIPC2	0.335312647826495	0.0620635948489097	0.390232828895739	3.17711766445465	4.84084113569054	0.229531317283006	0.112664299866637
FAM73A	3.09819188180713	3.38475260237901	3.38519127081075	3.71296941553561	3.26032491840858	3.39176525713113	2.68239246131854
LPHN2	3.70236011027186	0.413574171083019	3.55381339012308	2.30464719574954	0.916785843883248	0.0230780693174869	2.41636935937295
PRKACB	6.29090531617235	3.2183195717445	7.23702412633406	3.22306177901648	1.46291032155815	4.81094885079028	2.25165327333648
TTLL7	2.41897548672118	2.01644000640196	3.70565627208621	2.70784160337249	1.7897348446757	3.15097820718197	0.956669609464555
LOC101927560	0.163824617148602	0.40994902440278	0.281277357992068	0.250007050461745	0.358903624993438	0.528327884152561	0
LOC101927587	0.176711912184728	0.628472426491588	0.564019024908342	0.251609169380384	0.383142948048877	0.938059519825088	0
C1orf52	1.81118977498902	2.52525259795264	1.68864903410857	3.23471103310977	3.27248856176613	1.92680585790803	3.93569259332966
HS2ST1	2.58382450713121	2.85230542373202	1.91658964423493	2.83220896953782	3.09994513493265	1.49361420545171	2.88728861514565
LRRC8B	1.85591659574123	1.67799079967999	2.01659461418507	3.4714980775498	3.35891923329296	1.84348194482907	0.689384654542905
PKN2	3.2191216660512	3.48080192820288	3.6235592898487	4.90192330450398	4.46984966170404	3.34752399060717	3.21228983139955
GBP1	0.125576197918882	0.0909798314120553	0.0443256297383829	1.38047766669887	0.764680091793605	0.0198799294209736	1.87853608925073
LRRC8D	2.87345323548682	2.64865079289457	1.81944431503909	3.07577421770822	3.21103829482331	3.13497484054945	1.69364333765249
HFM1	0.319490419043702	0.264768880442482	0.652061187545778	0.141008930350059	0.194867503434127	0.519302791865554	0
RPAP2	1.53796159124614	1.56251326598923	1.84904105956324	2.36269152299887	2.17478356440081	1.51704821945908	2.32311478160633
EVI5	2.48949073870365	2.69743330832737	3.10937369078558	3.34001020710756	3.77644702280157	2.6336095974907	4.14306218447741
FNBP1L	4.56611753973373	5.17361023407177	5.24639295713916	6.31994654259407	4.62294389668852	4.55559062965115	2.84253933315001
MTF2	2.96817680687312	3.33331060331288	3.14382214318501	3.92881048154487	4.21252972851907	2.45032470872266	3.37515802028995
BCAR3	1.2076732598986	1.69781529384815	1.13873632737797	1.84901827676953	1.21038090468712	0.613591081097262	0.966237376349452
CCDC18	0.773776187793997	1.23537548993694	1.04485570352788	0.751023319727052	0.794095923747483	0.686833709175567	1.25719233702573
SLC44A3	1.32949608676477	2.25287186199097	1.64385298561103	4.99610656799802	4.13615957181421	0.534187643421216	0.248734677901546
ABCD3	4.00141021982365	4.98083615965863	4.29848436147898	5.83796398661522	4.94051240740347	3.47365344242033	3.3939061279479
LINC01057	0.282553796041097	0.693324646570647	0.649509652973938	1.6114652107142	1.53904244276332	0.0998067084174849	0.211656641567014
PTBP2	2.35018489565649	1.84126771097766	2.12797733739317	2.87530222076548	1.77947237818537	1.93188479029757	1.69768763584052
DPYD	1.1006592786638	0.242054452353697	2.02738274823448	1.13135937716498	1.29670188020829	0.236918650559784	1.83843747710466
SNX7	1.26213426560801	1.97023063382304	1.72773126119225	3.92392910234563	3.27797451924787	2.17436786287161	1.53721355680364
HIAT1	4.58092057279266	4.15074126719541	3.45940686326449	5.46438960889157	4.6302174373093	5.27428011708865	5.46788131090392
LPPR4	0.0723368554477132	1.6697209889184	2.67711790094497	0.0131546716914902	0.0767388401969332	0.57090405459521	0.223443091016032
VCAM1	0.0533112691543736	0.0570814589194074	0.0406264964670648	4.59113072217505	0.104324960869087	0.0385231580405548	0.52700914862459
CDC14A	0.725728772224272	0.464387149545578	0.819073683699244	0.722610210771467	0.450516655208191	0.630899360338466	0.688780874130021
RNPC3	3.02828997863676	3.31031343706443	4.15793639709134	3.48868377137011	3.97680196292517	3.10159263531783	2.10460342358831
VAV3	0.0971267890458972	0.5771095657865	0.0551697756703235	3.4756505930658	0.0830354032130044	1.72221397150268	0.0721858284975394
WDR47	2.04472675169644	1.47397852309931	2.00305233002919	1.76720421237336	1.33545286595395	1.8252737257522	2.83148828626757
KIAA1324	8.39981005183581	9.7717137460119	9.13100038027768	0.843530586169251	6.01595214866732	8.7481719652344	0.850956625119724
GPSM2	0.305602763096303	0.421379971999338	0.348598860259856	0.442144692754663	0.532327193718828	0.479227376413426	0.414003443452628
STXBP3	3.38531482858674	3.41308605204174	2.93085009240783	5.90257662717256	4.07489485244808	4.00652746668554	4.11546191658311
GSTM1	1.0473818723536	0.830316801775225	0.72059357285677	1.7680104498884	2.1257707911994	0.381102359305312	1.21749254807683
KCNC4	1.57466153977215	2.35412176346672	1.21941092659708	1.65590483017959	1.52428628366481	0.760361261569425	0.964030635049135
RBM15	0.864440701774222	1.03706508128403	0.938063350596602	1.08284935913324	0.863148345807957	0.596114190712548	0.559933240396561
DRAM2	3.56343194980672	4.10376350546495	3.50631588643384	5.38911557388387	5.01541862270687	4.59615357392585	4.55809005496392
ST7L	1.79287502604036	2.30317612393156	2.1262731585502	2.17214404560174	1.85702549767281	2.19807287946867	2.49185600967336
KCND3	0.216502752242646	0.70793876687939	0.199438015746748	0.0228371437766551	0.259093854201769	0.336752770689287	0
CTTNBP2NL	1.2613626173687	1.74361701588695	1.17120466419133	5.2397694692489	3.41444125289161	0.87265580566166	3.08819424593505
LRIG2	1.37594472827419	1.11287901125127	0.705180112464063	1.32075902426283	1.28032238041161	1.01268634544752	1.12900362929575
MAGI3	0.820449055899599	1.7322113796174	1.74348558783665	2.97782083941359	2.49681141100547	0.706784314012348	1.51239763239247
